"Region","District","District.No.","School.Name","School.No.","NCES.School.No.","Principal","School.Type","Grade.Level","Categories","County","Status","address","Address.1.City","Address.1.State","Address.1.Zipcode","Address.2.Composite","Phone.1","Phone.2","Fax.1","Email.Address","STATEFP","SLDLST","GEOID","GEOIDFQ","NAMELSAD","LSAD","LSY","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON"
"East Tennessee","Knox County Private Schools",9470,"Temple Baptist Academy Home School Umbrella",9967,NA,"Michael Fox","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Knox","Active","1701 W Beaver Creek Drive
 Powell, TN 37849","Powell","TN","37849","","865-938-8181",NA,"","headofschool@templebaptistacademy.com","47","016","47016","620L900US47016","State House District 16","LL","2024","G5220","N",150670626,3662,"+36.0652815","-083.9866763"
"South Central","Manchester Private Schools",9161,"Temple Baptist Christian School",9060,NA,"Jeff Stewart","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools, Category IV - Church Related Schools","Coffee","Active","66 Fairlane Drive
 Manchester, TN 37355","Manchester","TN","37355","P O Box 900 Drive
 Manchester, TN 37349","931-728-4911",NA,"931-728-0116","secretary@templeministries.com","47","047","47047","620L900US47047","State House District 47","LL","2024","G5220","N",2044556199,16234901,"+35.4468744","-085.9202496"
"Mid Cumberland","Tennessee School for Blind",963,"Tenn School For Blind",5,4.70015e+11,"Dr. Andreanita Gordon","State Special School","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","","Davidson","Active","115  Stewarts  Ferry Pike
 Nashville, TN 37214","Nashville","TN","37214","","615-231-7300",NA,"615-871-9312","andreanita.gordon@tsbtigers.org","47","060","47060","620L900US47060","State House District 60","LL","2024","G5220","N",108721886,12092063,"+36.1936407","-086.6264765"
"First Tennessee","Bristol Private Schools",9821,"Tennessee Avenue Christian Academy",9025,NA,"Cindy Beal","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Sullivan","Active","806 Tennessee Avenue
 Bristol, TN 37620","Bristol","TN","37620","806 Tennessee Avenue
 Bristol, TN 37620","423-989-4346",NA,"","cindy.beal@tabaptist.org","47","001","47001","620L900US47001","State House District 1","LL","2024","G5220","N",384127158,16609030,"+36.5605034","-082.2082526"
"Southeast Tennessee","Cleveland Private Schools",9061,"Tennessee Christian Preparatory School",9020,NA,"Jared Tilley","Private","P3, P4, PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency","Bradley","Active","4100 Stephens Road NE
 Cleveland, TN 37312","Cleveland","TN","37312","4995 North Lee Highway
 Cleveland, TN 37312","423-559-8939",NA,"","jtilley@tcpsk12.org","47","024","47024","620L900US47024","State House District 24","LL","2024","G5220","N",228099043,137071,"+35.1738860","-084.9082038"
"First Tennessee","Greeneville",301,"Tennessee Online Public School at Greeneville",33,4.7015e+11,"Dr. Lindsey Weeden","Public Virtual School","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","","Greene","Active","312 Floral Street
 Greeneville, TN 37743","Greeneville","TN","37743","","423-787-8000",NA,"","weedenl@gcschools.net","47","005","47005","620L900US47005","State House District 5","LL","2024","G5220","N",1611409726,5099752,"+36.1794867","-082.8475235"
"Mid Cumberland","Houston County",420,"Tennessee Ridge Elementary",15,4.70192e+11,"Valerie Hooper","Public","PK, K, 1, 2, 3, 4, 5","","Houston","Active","135 School Street
 Tenn Ridge, TN 37178","Tenn Ridge","TN","37178","","931-721-3780",NA,"","vhooper@houstonk12tn.net","47","074","47074","620L900US47074","State House District 74","LL","2024","G5220","N",4416898119,290533054,"+36.2183854","-087.9014746"
"East Tennessee","Tennessee Schools for the Deaf",964,"Tennessee School For Deaf Elementary School",5,4.70015e+11,"Amy Locke","State Special School","PS, P3, P4, PK, K, 1, 2, 3, 4, 5","","Knox","Active","2725  Island  Home Boulevard
 Knoxville, TN 37920","Knoxville","TN","37920","","865-579-2500",NA,"","a.locke@tsdeaf.org","47","015","47015","620L900US47015","State House District 15","LL","2024","G5220","N",75485603,3252253,"+35.9709327","-083.8938868"
"East Tennessee","Tennessee Schools for the Deaf",964,"Tennessee School for the Deaf Nashville",15,4.70015e+11,"","State Special School","PS, P3, P4, PK, K, 1, 2, 3, 4, 5","","Davidson","Active","115 Stewarts Ferry Pike
 Nashville, TN 37214","Nashville","TN","37214","115 Stewarts Ferry Pike
 Nashville, TN 37214","615-231-7300",NA,"","","47","060","47060","620L900US47060","State House District 60","LL","2024","G5220","N",108721886,12092063,"+36.1936407","-086.6264765"
"East Tennessee","Union County",870,"Tennessee Virtual Academy",60,4.70429e+11,"Dr. Tonya Childress","Public Virtual School","K, 1, 2, 3, 4, 5","","Union","Active","1924 Dutch Valley Drive
 Knoxville, TN 37918","Knoxville","TN","37918","1924 Dutch Valley Drive
 Knoxville, TN 37918","865-992-9026",NA,"865-992-1211","tchildress@k12.com","47","090","47090","620L900US47090","State House District 90","LL","2024","G5220","N",71966071,15962,"+35.9802178","-083.9773885"
"Mid Cumberland","Franklin Special Private Schools",9941,"Thales Academy",9830,NA,"Heather DiMeo","Private","PK, K, 1, 2, 3, 4, 5","Category V - Acknowledged by TDOE for operation","Williamson","Active","3835 Carothers Parkway
 Franklin, TN 37067","Franklin","TN","37067","","615-465-6919",NA,"","heather.dimeo@thalesacademy.org","47","063","47063","620L900US47063","State House District 63","LL","2024","G5220","N",448755151,270204,"+35.8706934","-086.7189208"
"Mid Cumberland","Davidson County Private Schools",9190,"The Acorn School",9877,NA,"Kathleen Seabolt","Private","K","Category V - Acknowledged by TDOE for operation","Davidson","Active","200 Appleton Place
 Nashville, TN 37212","Nashville","TN","37212","","615-322-5332",NA,"","kathleen.c.Seabolt@vanderbilt.edu","47","056","47056","620L900US47056","State House District 56","LL","2024","G5220","N",41781632,0,"+36.1286463","-086.8256819"
"Southeast Tennessee","Hamilton County Private Schools",9330,"The Ark Academy",9925,NA,"Crystal Horvath","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Hamilton","Active","708 South Orchard Knob
 Chattanooga, TN 37404","Chattanooga","TN","37404","","423-388-2182",NA,"","chorvath@thearkacademy.net","47","028","47028","620L900US47028","State House District 28","LL","2024","G5220","N",117682635,6804021,"+35.0527871","-085.2516672"
"Southeast Tennessee","Hamilton County Private Schools",9330,"The Bright School",9035,NA,"Kristin B. Watts","Private","PS, PK, K, 1, 2, 3, 4, 5","Category III - Approved by regional private school accrediting agency","Hamilton","Active","1950 McDade Lane
 Chattanooga, TN 37405","Chattanooga","TN","37405","","423-267-8546",NA,"423-265-0025","kwatts@brightschool.com","47","026","47026","620L900US47026","State House District 26","LL","2024","G5220","N",312036596,45018956,"+35.2502496","-085.1432411"
"Mid Cumberland","Davidson County Private Schools",9190,"The Children's House Of Nashville Montessori",9270,NA,"Rhonda L. McKay","Private","PK, K","Category V - Acknowledged by TDOE for operation","Davidson","Active","3404 Belmont Boulevard
 Nashville, TN 37215","Nashville","TN","37215","","615-298-5647",NA,"615-385-3943","Rhonda.McKay@childrenshousenashville.org","47","056","47056","620L900US47056","State House District 56","LL","2024","G5220","N",41781632,0,"+36.1286463","-086.8256819"
"Mid Cumberland","Davidson County Private Schools",9190,"The Covenant School",9088,NA,"Trudy Waters","Private","PK, K, 1, 2, 3, 4, 5, 6","Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency","Davidson","Active","33 Burton Hills Boulevard
 Nashville, TN 37215","Nashville","TN","37215","","615-467-2313",NA,"","twaters@thecovenantschool.com","47","056","47056","620L900US47056","State House District 56","LL","2024","G5220","N",41781632,0,"+36.1286463","-086.8256819"
"Mid Cumberland","Dickson County",220,"The Discovery School",28,4.70102e+11,"Rachel Storment","Public","K, 1, 2, 3, 4, 5","","Dickson","Active","101  Henslee  Drive
 Dickson, TN 37055","Dickson","TN","37055","","615-441-4163",NA,"615-740-6679","rstorment@dcstn.org","47","078","47078","620L900US47078","State House District 78","LL","2024","G5220","N",1286514863,15006404,"+36.2342665","-087.1588644"
"East Tennessee","Knox County Private Schools",9470,"The Episcopal School of Knoxville",9100,NA,"Jack Talmadge","Private","K, 1, 2, 3, 4, 5, 6, 7, 8","Category III - Approved by regional private school accrediting agency, Category IV - Church Related Schools","Knox","Active","950 Episcopal School Way
 Knoxville, TN 37932","Knoxville","TN","37932","950 Episcopal School Way
 Knoxville, TN 37932","865-777-9032",NA,"","talmadge@esknoxville.org","47","089","47089","620L900US47089","State House District 89","LL","2024","G5220","N",167308257,6567542,"+35.9518846","-084.1470801"
"East Tennessee","Lenoir City",531,"The iLearn Institute at Lenoir City Schools",35,4.7024e+11,"Dr. Chris M. Smallen","Public Virtual School","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","","Loudon","Active","200 East Broadway Street
 Lenoir City, TN 37771","Lenoir City","TN","37771","","865-988-1934",NA,"865-988-6732","csmallen@lenoircityschools.net","47","032","47032","620L900US47032","State House District 32","LL","2024","G5220","N",1004140988,98257782,"+35.8454125","-084.4998616"
"East Tennessee","Sevier County Private Schools",9780,"The King's Academy",9050,NA,"Jeremy Sandefur","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency","Sevier","Active","202 Smothers Road
 Seymour, TN 37865","Seymour","TN","37865","","865-573-8321",NA,"865-573-8323","jsandefur@thekingsacademy.net","47","012","47012","620L900US47012","State House District 12","LL","2024","G5220","N",1142273950,1801591,"+35.7438231","-083.5427474"
"East Tennessee","Sevier County Private Schools",9780,"The King's Academy: Umbrella",9960,NA,"Eileen Thornton","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Sevier","Active","202 Smothers Road
 Seymour, TN 37865","Seymour","TN","37865","","865-573-8321",NA,"","ethornton@thekingsacademy.net","47","012","47012","620L900US47012","State House District 12","LL","2024","G5220","N",1142273950,1801591,"+35.7438231","-083.5427474"
"Southwest","Memphis-Shelby County Private Schools",9792,"The Lab School of Memphis: An Acton Academy",9855,NA,"Coi Morrison","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category III - Approved by regional private school accrediting agency","Shelby","Active","1738 Galloway Avenue
 Memphis, TN 38112","Memphis","TN","38112","","901-236-7822",NA,"","info@thelabschoolofmemphis.com","47","088","47088","620L900US47088","State House District 88","LL","2024","G5220","N",90890633,552844,"+35.2388640","-089.8872603"
"East Tennessee","Sevier County Private Schools",9780,"The Lift Christian Academy-Educational Enrichment CO-OP",9897,NA,"Kayla McBrayer","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Sevier","Active","661 Parkway
 Sevierville, TN 37862","Sevierville","TN","37862","","865-286-5585",NA,"","theliftchristianacademy@gmail.com","47","012","47012","620L900US47012","State House District 12","LL","2024","G5220","N",1142273950,1801591,"+35.7438231","-083.5427474"
"Southeast Tennessee","Hamilton County Private Schools",9330,"The Montessori School",9066,NA,"Allison Driver","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category V - Acknowledged by TDOE for operation, Category III - Approved by regional private school accrediting agency","Hamilton","Active","300 Montessori Way
 Chattanooga, TN 37404","Chattanooga","TN","37404","","423-622-6366",NA,"423-622-6027","allison.driver@themontessorischool.net","47","028","47028","620L900US47028","State House District 28","LL","2024","G5220","N",117682635,6804021,"+35.0527871","-085.2516672"
"Southeast Tennessee","Cleveland Private Schools",9061,"The Montessori School of Cleveland",9035,NA,"Andrew Renwick","Private","PS, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category V - Acknowledged by TDOE for operation","Bradley","Active","301 Keith Street SW
 Cleveland, TN 37311","Cleveland","TN","37311","","423-479-7282",NA,"","admin@montessoricleveland.org","47","024","47024","620L900US47024","State House District 24","LL","2024","G5220","N",228099043,137071,"+35.1738860","-084.9082038"
"Mid Cumberland","Montgomery County Private Schools",9630,"The Settlement Kindergarten",9086,NA,"Holly Hansen","Private","K","Category I - Approved by TDOE","Montgomery","Active","2724 Trenton Road
 Clarksville, TN 37040","Clarksville","TN","37040","","931-647-1900",NA,"931-647-1955","thesettlementkindergarten@gmail.com","47","068","47068","620L900US47068","State House District 68","LL","2024","G5220","N",687379698,5721936,"+36.4801881","-087.2801188"
"Southwest","Madison County",570,"Thelma Barker Elementary",111,4.70258e+11,"Karen Edwards","Public","K, 1, 2, 3, 4, 5","","Madison","Active","1470 Ashport Road
 Jackson, TN 38305","Jackson","TN","38305","","731-668-8831",NA,"","kdedwards@jmcss.org","47","073","47073","620L900US47073","State House District 73","LL","2024","G5220","N",1034793145,3135857,"+35.7026317","-088.7189177"
"First Tennessee","Kingsport",822,"Theodore Roosevelt Elementary School",55,4.70219e+11,"Dr. Philip Wright","Public","K, 1, 2, 3, 4, 5","","Sullivan","Active","1051  Lake  Street
 Kingsport, TN 37660","Kingsport","TN","37660","","423-857-2600",NA,"423-378-2395","pwright@k12k.com","47","001","47001","620L900US47001","State House District 1","LL","2024","G5220","N",384127158,16609030,"+36.5605034","-082.2082526"
"Mid Cumberland","Davidson County",190,"Thomas A. Edison Elementary",208,4.70318e+11,"Sonya Whitmore","Public","PK, K, 1, 2, 3, 4, 5","","Davidson","Active","6130 Mt. View Road
 Antioch, TN 37013","Antioch","TN","37013","","615-501-8800",NA,"","Sonya.Whitmore@mnps.org","47","055","47055","620L900US47055","State House District 55","LL","2024","G5220","N",47203296,0,"+36.0763336","-086.6864202"
"First Tennessee","Kingsport",822,"Thomas Jefferson Elementary School",20,4.70219e+11,"Dr. Stephanie Potter","Public","PK, K, 1, 2, 3, 4, 5","","Sullivan","Active","2216 Westmoreland Avenue
 Kingsport, TN 37664","Kingsport","TN","37664","","423-378-2270",NA,"423-378-2277","spotter@k12k.com","47","002","47002","620L900US47002","State House District 2","LL","2024","G5220","N",309943554,5015733,"+36.5242095","-082.4455965"
"South Central","Bedford County",20,"Thomas Magnet School",78,4.70018e+11,"Tracy Watson","Public","K, 1, 2, 3, 4, 5, 6, 7, 8","","Bedford","Active","515 Tate Avenue
 Shelbyville, TN 37160","Shelbyville","TN","37160","","931-684-6818",NA,"","watsont@bedfordk12tn.net","47","062","47062","620L900US47062","State House District 62","LL","2024","G5220","N",2284921585,6639989,"+35.3897957","-086.4758904"
"Mid Cumberland","Williamson County",940,"Thompson's Station Elementary School",81,4.70453e+11,"Tiffany Dukes","Public","K, 1, 2, 3, 4, 5","","Williamson","Active","2640 Clayton Arnold Road
 Thompson's Station, TN 37179","Thompson's Station","TN","37179","","615-472-5330",NA,"","tiffany.dukes@wcs.edu","47","065","47065","620L900US47065","State House District 65","LL","2024","G5220","N",709408928,861861,"+35.9017979","-087.0341108"
"Southeast Tennessee","Hamilton County",330,"Thrasher Elementary School",240,4.70159e+11,"Melissa Coffelt","Public","K, 1, 2, 3, 4, 5","","Hamilton","Active","1301  James  Boulevard
 Signal Mtn, TN 37377","Signal Mtn","TN","37377","","423-886-0882",NA,"423-886-0888","coffelt_melissa@hcde.org","47","027","47027","620L900US47027","State House District 27","LL","2024","G5220","N",466296879,6374829,"+35.2053820","-085.2612893"
"Mid Cumberland","Rutherford County",750,"Thurman Francis Arts Academy/Magnet School for the Arts",105,4.70369e+11,"Dr. Mark Gonyea","Public","K, 1, 2, 3, 4, 5, 6, 7, 8","","Rutherford","Active","221 Todd Lane
 Smyrna, TN 37167","Smyrna","TN","37167","","615-904-6715",NA,"615-459-7710","gonyeam@rcschools.net","47","049","47049","620L900US47049","State House District 49","LL","2024","G5220","N",147077882,449652,"+35.9505868","-086.5397956"
"Southwest","Millington Private Schools",9798,"Tipton-Rosemark Academy Inc.",9210,NA,"Dr. Andy Graham","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency","Shelby","Active","8696 Rosemark Road
 Millington, TN 38053","Millington","TN","38053","","901-799-8696",NA,"901-829-4477","agraham@rebelmail.net","47","099","47099","620L900US47099","State House District 99","LL","2024","G5220","N",425144746,1470666,"+35.3063766","-089.7586149"
"Mid Cumberland","Davidson County",190,"Tom Joy Elementary",635,4.70318e+11,"Shelly Robinson","Public","PK, K, 1, 2, 3, 4, 5","","Davidson","Active","2201  Jones  Avenue
 Nashville, TN 37207","Nashville","TN","37207","","615-262-6724",NA,"","Shelly.Robinson@mnps.org","47","058","47058","620L900US47058","State House District 58","LL","2024","G5220","N",49471459,1796405,"+36.1752081","-086.7965741"
"Southeast Tennessee","Hamilton County",330,"Tommie F. Brown Academy",33,4.70159e+11,"Roxanne Anthony","Public","PK, K, 1, 2, 3, 4, 5","","Hamilton","Active","718 East 8th Street
 Chattanooga, TN 37403","Chattanooga","TN","37403","","423-498-6870",NA,"423-209-5761","anthony_roxanne@hcde.org","47","028","47028","620L900US47028","State House District 28","LL","2024","G5220","N",117682635,6804021,"+35.0527871","-085.2516672"
"Southwest","Hardeman County Schools",350,"Toone Elementary",45,4.70165e+11,"Chris Cranford","Public","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","","Hardeman","Active","160 Neely Street
 Toone, TN 38381","Toone","TN","38381","P. O. Box 68 Street
 Toone, TN 38381","731-658-5606",NA,"","cranfordc@hcsedu.org","47","080","47080","620L900US47080","State House District 80","LL","2024","G5220","N",2310259997,5874258,"+35.3105406","-089.0290715"
"First Tennessee","Greene County Private Schools",9300,"Towering Oaks Christian School",9020,NA,"Amy Pfaff-Biebel","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Greene","Active","1985 Buckingham Road
 Greeneville, TN 37745","Greeneville","TN","37745","1985 Buckingham Road
 Greeneville, TN 37745","423-639-0791",NA,"423-638-6026","apaff-biebel@toweringoaks.com","47","005","47005","620L900US47005","State House District 5","LL","2024","G5220","N",1611409726,5099752,"+36.1794867","-082.8475235"
"First Tennessee","Johnson City",901,"Towne Acres Elementary",65,4.70213e+11,"Mr. Richard Hutson","Public","K, 1, 2, 3, 4, 5","","Washington","Active","2310  Larkspur  Drive
 Johnson City, TN 37604","Johnson City","TN","37604","","423-854-4800",NA,"423-854-4810","hutsonr@jcschools.org","47","006","47006","620L900US47006","State House District 6","LL","2024","G5220","N",409170990,6551151,"+36.3487407","-082.5145393"
"East Tennessee","Blount County",50,"Townsend Elementary",125,4.7003e+11,"Ashlee Ivens","Public","K, 1, 2, 3, 4, 5","","Blount","Active","140 Tiger Drive
 Townsend, TN 37882","Townsend","TN","37882","","865-980-1202",NA,"865-980-1205","Ashlee.Ivens@blountk12.org","47","008","47008","620L900US47008","State House District 8","LL","2024","G5220","N",1139706477,8726266,"+35.6663430","-083.8905431"
"Southeast Tennessee","Grundy County",310,"Tracy Elementary",65,4.70153e+11,"Tanjala Johnson","Public","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","","Grundy","Active","276 3rd Street
 Tracy City, TN 37387","Tracy City","TN","37387","276 3rd Street
 Tracy City, TN 37387","931-259-4752",NA,"931-592-5750","tjohnson1@grundyk12.com","47","047","47047","620L900US47047","State House District 47","LL","2024","G5220","N",2044556199,16234901,"+35.4468744","-085.9202496"
"Southwest","Memphis-Shelby County Schools",792,"Treadwell Elementary",2715,4.70015e+11,"Jason Carr","Public","PK, K, 1, 2, 3, 4, 5","","Shelby","Active","3538 Given Ave
 Memphis, TN 38122-3334","Memphis","TN","38122-3334","","901-416-6130",NA,"901-416-6132","carrjc@scsk12.org","47","093","47093","620L900US47093","State House District 93","LL","2024","G5220","N",53642184,0,"+35.1596028","-089.9534558"
"Northwest Tennessee","Trenton",273,"Trenton Elementary",15,4.7041e+11,"Paul Pillow","Public","PK, K, 1, 2, 3, 4","","Gibson","Active","811 S College Street
 Trenton, TN 38382","Trenton","TN","38382","","731-855-0971",NA,"731-855-2732","paul.pillow@trentonssd.org","47","079","47079","620L900US47079","State House District 79","LL","2024","G5220","N",2593354754,16393196,"+35.8910245","-088.5744112"
"South Central","Manchester",161,"Tri Star Elementary",20,NA,"Ryan Cullen","Public Virtual School","K, 1, 2, 3, 4, 5","","Coffee","Active","800 Parks Street
 Manchester, TN 37355","Manchester","TN","37355","","",NA,"","r.cullen@stellarvirtual.org","47","047","47047","620L900US47047","State House District 47","LL","2024","G5220","N",2044556199,16234901,"+35.4468744","-085.9202496"
"Mid Cumberland","Williamson County Private Schools",9940,"Trinitas Classical Academy formally The Classical Academy of Franklin",9113,NA,"Eric Hale","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Williamson","Active","810 Del Rio Pike
 Franklin, TN 37064","Franklin","TN","37064","","615-790-8556",NA,"615-790-8617","erichale@tcafranklin.org","47","061","47061","620L900US47061","State House District 61","LL","2024","G5220","N",230134800,1848499,"+35.9944500","-086.8668158"
"Upper Cumberland","Cumberland County Private Schools",9180,"Trinity Academy Formally New Colossus Academy-Crossville",9828,NA,"Corey Wade","Private","P3, P4, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category IV - Church Related Schools, Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency","Cumberland","Active","3270 Lantana Road
 Crossville, TN 38572","Crossville","TN","38572","","931-456-4430",NA,"","info@tacrossville.org","47","025","47025","620L900US47025","State House District 25","LL","2024","G5220","N",2108624116,9872300,"+35.9789767","-085.0468013"
"East Tennessee","Knox County Private Schools",9470,"Trinity Christian Academy",9096,NA,"Robin Lieser","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Knox","Active","6706 Central Avenue Pike
 Knoxville, TN 37912","Knoxville","TN","37912","","865-688-9991",NA,"","robinlieser@gmail.com","47","016","47016","620L900US47016","State House District 16","LL","2024","G5220","N",150670626,3662,"+36.0652815","-083.9866763"
"Southwest","Madison County Private Schools",9570,"Trinity Christian Academy",9020,NA,"Judy Brown","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency, Category II - Approved by private school accrediting agency","Madison","Active","10 Windy City Road
 Jackson, TN 38305","Jackson","TN","38305","10 Windy City Road
 Jackson, TN 38305","731-668-8500",NA,"731-668-3232","judy.brown@mytcalions.com","47","073","47073","620L900US47073","State House District 73","LL","2024","G5220","N",1034793145,3135857,"+35.7026317","-088.7189177"
"Mid Cumberland","Williamson County",940,"Trinity Elementary",80,4.70453e+11,"Jennifer Schwartz","Public","PK, K, 1, 2, 3, 4, 5","","Williamson","Active","4410 Murfreesboro Road
 Franklin, TN 37067","Franklin","TN","37067","","615-472-4850",NA,"615-472-4861","jennifers3@wcs.edu","47","063","47063","620L900US47063","State House District 63","LL","2024","G5220","N",448755151,270204,"+35.8706934","-086.7189208"
"East Tennessee","Claiborne County Private Schools",9130,"Tri-State Christian Academy",9080,NA,"Audie Mirace","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Claiborne","Active","271 Arthur Road
 Cumberland Gap, TN 37724","Cumberland Gap","TN","37724","","423-869-8008",NA,"","tristatechristianacademy@yahoo.com","47","009","47009","620L900US47009","State House District 9","LL","2024","G5220","N",2177221806,44007703,"+36.4733995","-083.1967219"
"Upper Cumberland","Trousdale County",850,"Trousdale Co Elementary",5,4.70417e+11,"Demetrice Badru","Public","PK, K, 1, 2, 3, 4, 5","","Trousdale","Active","115 Lock Six Road
 Hartsville, TN 37074","Hartsville","TN","37074","","615-374-3752",NA,"615-374-1121","demetricebadru@tcschools.org","47","035","47035","620L900US47035","State House District 35","LL","2024","G5220","N",585322617,28118703,"+36.3904140","-086.2672732"
"Mid Cumberland","Wilson County",950,"Tuckers Crossroads Elementary",55,4.70455e+11,"Anna Raines","Public","K, 1, 2, 3, 4, 5, 6, 7, 8","Category I - Approved by TDOE","Wilson","Active","5905 Trousdale Ferry Pike
 Lebanon, TN 37087","Lebanon","TN","37087","","615-444-3956",NA,"615-444-3958","rainesa@wcschools.com","47","046","47046","620L900US47046","State House District 46","LL","2024","G5220","N",1099724512,16194663,"+36.1219464","-086.2643794"
"Mid Cumberland","Davidson County",190,"Tulip Grove Elementary",637,4.70318e+11,"Dr. Allyson Johnson","Public","PK, K, 1, 2, 3, 4, 5","","Davidson","Active","441  Tyler  Drive
 Hermitage, TN 37076","Hermitage","TN","37076","","615-885-8944",NA,"","Allyson.Johnson@mnps.org","47","060","47060","620L900US47060","State House District 60","LL","2024","G5220","N",108721886,12092063,"+36.1936407","-086.6264765"
"South Central","Tullahoma Private Schools",9162,"Tullahoma Seventh-day Adventist Christian School",9010,NA,"Kerrel Henry","Private","K","Category II - Approved by private school accrediting agency","Franklin","Active","231 Turkey Creek
 Tullahoma, TN 37388","Tullahoma","TN","37388","231 Turkey Creek
 Tullahoma, TN 37388","931-455-1924",NA,"","khenry@kytn.net","47","039","47039","620L900US47039","State House District 39","LL","2024","G5220","N",2726614514,91531336,"+35.1304748","-085.8806394"
"Mid Cumberland","Davidson County",190,"Tusculum Elementary",645,4.70318e+11,"Matthew Earls","Public","PK, K, 1, 2, 3, 4, 5","","Davidson","Active","440 McMurray Drive
 Nashville, TN 37211","Nashville","TN","37211","","615-333-5179",NA,"","Matthew.Earls@mnps.org","47","053","47053","620L900US47053","State House District 53","LL","2024","G5220","N",70894605,0,"+36.0494475","-086.6903283"
"First Tennessee","Greeneville",301,"Tusculum View Elementary",35,4.7015e+11,"Dr. Lana Luttrel","Public","PK, K, 1, 2, 3, 4, 5","","Greene","Active","1725  Lafayette  Street
 Greeneville, TN 37745","Greeneville","TN","37745","","423-639-2751",NA,"423-639-2198","luttrelll@gcschools.net","47","005","47005","620L900US47005","State House District 5","LL","2024","G5220","N",1611409726,5099752,"+36.1794867","-082.8475235"
"Mid Cumberland","Davidson County",190,"Una Elementary",655,4.70318e+11,"Dr. Brit Sikes","Public","PK, K, 1, 2, 3, 4, 5","","Davidson","Active","2018 Murfreesboro Road
 Nashville, TN 37214","Nashville","TN","37214","","615-360-2921",NA,"","brit.sikes@mnps.org","47","052","47052","620L900US47052","State House District 52","LL","2024","G5220","N",116549658,31621471,"+36.1048620","-086.6236223"
"First Tennessee","Unicoi County",860,"Unicoi Elementary",40,4.70423e+11,"Benjamin Evely","Public","PK, K, 1, 2, 3, 4, 5","","Unicoi","Active","404 Massachusetts Avenue
 Unicoi, TN 37692","Unicoi","TN","37692","","423-743-1665",NA,"423-743-1667","evelyb@unicoischools.com","47","004","47004","620L900US47004","State House District 4","LL","2024","G5220","N",1023673000,2831965,"+36.2318532","-082.2948946"
"Mid Cumberland","Sumner County",830,"Union Elementary School",105,4.70402e+11,"Lance Taylor","Public","PK, K, 1, 2, 3, 4, 5","Category I - Approved by TDOE","Sumner","Active","516  Carson  Street
 Gallatin, TN 37066","Gallatin","TN","37066","","615-452-0737",NA,"615-451-6543","lance.taylor@sumnerschools.org","47","035","47035","620L900US47035","State House District 35","LL","2024","G5220","N",585322617,28118703,"+36.3904140","-086.2672732"
"Upper Cumberland","Smith County",800,"Union Heights Elementary",60,4.70387e+11,"Wendolyn Kittrell","Public","K, 1, 2, 3, 4, 5, 6, 7, 8","","Smith","Active","663  Lebanon  Highway
 Carthage, TN 37030","Carthage","TN","37030","","615-735-1975",NA,"615-735-1975","kittrellw1@smithcoedu.net","47","040","47040","620L900US47040","State House District 40","LL","2024","G5220","N",3186408229,120666184,"+36.1232284","-085.8874585"
